job_title,experience_level,years_of_experience,education_required,annual_salary_usd,country,remote_work,company_size,industry
Computer Vision Engineer,Entry (0-2 yrs),4,PhD,145000.0,Japan,Hybrid,SME (51-500),Energy
AI Security Engineer,Entry (0-2 yrs),9,Bachelor's,140000.0,USA,Fully Remote,Startup (1-50),Manufacturing
AI Engineer,Senior (6-9 yrs),6,Master's,135000.0,Canada,Fully Remote,Startup (1-50),Consulting
AI Research Scientist,Mid (3-5 yrs),12,Master's,173000.0,Switzerland,Hybrid,Enterprise (5000+),Education
AI Compliance Manager,Lead (10+ yrs),9,Bootcamp/Self-taught,135000.0,Australia,On-site,SME (51-500),Healthcare
Generative AI Engineer,Mid (3-5 yrs),7,Bootcamp/Self-taught,162000.0,UK,Hybrid,Mid-size (501-5000),Education
AI Research Scientist,Entry (0-2 yrs),5,PhD,262000.0,USA,Hybrid,Big Tech (FAANG+),Media
Robotics Engineer (AI),Lead (10+ yrs),3,Master's,224000.0,France,Hybrid,Mid-size (501-5000),Healthcare
RAG Engineer,Mid (3-5 yrs),6,PhD,254000.0,UAE,On-site,Big Tech (FAANG+),Energy
MLOps Engineer,Lead (10+ yrs),3,Bootcamp/Self-taught,267000.0,USA,On-site,Enterprise (5000+),Retail
Prompt Engineer,Senior (6-9 yrs),3,Bootcamp/Self-taught,135000.0,Switzerland,Hybrid,SME (51-500),Technology
AI Engineer,Entry (0-2 yrs),3,Bachelor's,100000.0,Canada,On-site,SME (51-500),Media
Robotics Engineer (AI),Mid (3-5 yrs),7,Bachelor's,163000.0,Japan,Fully Remote,Big Tech (FAANG+),Government
ML Engineer,Entry (0-2 yrs),9,PhD,211000.0,USA,Hybrid,SME (51-500),Government
Multimodal AI Engineer,Lead (10+ yrs),9,Associate's,221000.0,France,Fully Remote,Enterprise (5000+),Consulting
Data Scientist,Senior (6-9 yrs),4,PhD,231000.0,USA,Hybrid,SME (51-500),Government
LLM Engineer,Entry (0-2 yrs),6,PhD,197000.0,USA,On-site,SME (51-500),Energy
Computer Vision Engineer,Lead (10+ yrs),7,Bootcamp/Self-taught,251000.0,Global,Hybrid,Mid-size (501-5000),Automotive
Generative AI Engineer,Entry (0-2 yrs),8,Master's,150000.0,Singapore,Fully Remote,SME (51-500),Finance
Senior Data Scientist,Mid (3-5 yrs),8,Bootcamp/Self-taught,168000.0,Switzerland,Hybrid,Enterprise (5000+),Energy
LLM Engineer,Senior (6-9 yrs),2,Bootcamp/Self-taught,342000.0,USA,Hybrid,Big Tech (FAANG+),Retail
AI Compliance Manager,Lead (10+ yrs),7,Associate's,202000.0,USA,Hybrid,Mid-size (501-5000),Retail
AI Engineer,Entry (0-2 yrs),2,Associate's,100000.0,UK,Hybrid,SME (51-500),Technology
AI Research Scientist,Lead (10+ yrs),12,Master's,336000.0,Global,Fully Remote,Big Tech (FAANG+),Manufacturing
ML Engineer,Entry (0-2 yrs),10,PhD,235000.0,USA,Fully Remote,Big Tech (FAANG+),Education
NLP Engineer,Mid (3-5 yrs),7,Associate's,210000.0,USA,Hybrid,Enterprise (5000+),Media
AI Infrastructure Eng,Entry (0-2 yrs),6,Bachelor's,140000.0,Canada,Fully Remote,SME (51-500),Energy
AI Research Scientist,Lead (10+ yrs),9,PhD,252000.0,Japan,Fully Remote,Mid-size (501-5000),Education
Senior ML Engineer,Mid (3-5 yrs),12,Associate's,224000.0,USA,Fully Remote,Mid-size (501-5000),Manufacturing
AI Security Engineer,Entry (0-2 yrs),6,Bachelor's,141000.0,Australia,Fully Remote,Big Tech (FAANG+),Energy
AI Engineer,Mid (3-5 yrs),6,Bachelor's,267000.0,USA,Fully Remote,Big Tech (FAANG+),Automotive
AI Compliance Manager,Entry (0-2 yrs),9,PhD,168000.0,USA,On-site,Enterprise (5000+),Finance
Senior Data Scientist,Entry (0-2 yrs),5,Master's,157000.0,Canada,Hybrid,Mid-size (501-5000),Technology
Senior ML Engineer,Lead (10+ yrs),11,Master's,374400.0,Canada,On-site,Big Tech (FAANG+),Energy
Robotics Engineer (AI),Entry (0-2 yrs),7,PhD,135000.0,Canada,On-site,Enterprise (5000+),Energy
Multimodal AI Engineer,Mid (3-5 yrs),6,Associate's,160000.0,China,On-site,Startup (1-50),Government
Computer Vision Engineer,Entry (0-2 yrs),10,Bachelor's,189000.0,USA,Fully Remote,Enterprise (5000+),Manufacturing
AI Engineer,Lead (10+ yrs),3,Bootcamp/Self-taught,142000.0,Germany,On-site,SME (51-500),Energy
Prompt Engineer,Senior (6-9 yrs),1,Associate's,175000.0,Global,On-site,Enterprise (5000+),Manufacturing
Senior Data Scientist,Lead (10+ yrs),5,PhD,261600.0,Global,Hybrid,Startup (1-50),Automotive
AI Solutions Architect,Mid (3-5 yrs),10,Master's,270000.0,Singapore,Hybrid,Big Tech (FAANG+),Automotive
Senior Data Scientist,Mid (3-5 yrs),6,Bachelor's,162000.0,Singapore,On-site,Mid-size (501-5000),Healthcare
AI Business Analyst,Mid (3-5 yrs),8,Master's,95000.0,Germany,Fully Remote,Startup (1-50),Consulting
Generative AI Engineer,Mid (3-5 yrs),8,Bootcamp/Self-taught,177000.0,Japan,On-site,Enterprise (5000+),Retail
Data Scientist,Entry (0-2 yrs),5,Bachelor's,138000.0,Japan,Hybrid,Big Tech (FAANG+),Government
RAG Engineer,Lead (10+ yrs),2,Bootcamp/Self-taught,215000.0,Canada,On-site,SME (51-500),Technology
AI Engineer,Lead (10+ yrs),8,Bachelor's,187000.0,Switzerland,Hybrid,SME (51-500),Automotive
LLM Engineer,Mid (3-5 yrs),8,Bachelor's,173000.0,Global,Hybrid,SME (51-500),Healthcare
NLP Engineer,Mid (3-5 yrs),7,Master's,153000.0,Netherlands,On-site,Startup (1-50),Manufacturing
Generative AI Engineer,Senior (6-9 yrs),5,PhD,354000.0,USA,Fully Remote,Big Tech (FAANG+),Automotive
Robotics Engineer (AI),Senior (6-9 yrs),8,PhD,288000.0,USA,On-site,SME (51-500),Consulting
Robotics Engineer (AI),Lead (10+ yrs),9,PhD,244000.0,Australia,Hybrid,Mid-size (501-5000),Education
AI Business Analyst,Entry (0-2 yrs),8,Bootcamp/Self-taught,123000.0,USA,Fully Remote,Big Tech (FAANG+),Energy
LLM Engineer,Mid (3-5 yrs),4,PhD,160000.0,China,Fully Remote,SME (51-500),Energy
AI Research Scientist,Mid (3-5 yrs),6,Bootcamp/Self-taught,169000.0,USA,On-site,SME (51-500),Technology
LLM Engineer,Entry (0-2 yrs),6,Associate's,160000.0,Switzerland,Fully Remote,SME (51-500),Energy
Senior Data Scientist,Lead (10+ yrs),12,Associate's,226000.0,Global,Hybrid,SME (51-500),Media
AI Business Analyst,Mid (3-5 yrs),2,Master's,114000.0,UAE,Hybrid,Mid-size (501-5000),Consulting
Senior Data Scientist,Senior (6-9 yrs),8,Bachelor's,233000.0,USA,Hybrid,SME (51-500),Energy
AI Solutions Architect,Entry (0-2 yrs),10,Bachelor's,180000.0,USA,On-site,Startup (1-50),Consulting
Senior Data Scientist,Senior (6-9 yrs),12,Associate's,261600.0,USA,On-site,Big Tech (FAANG+),Retail
AI Research Scientist,Mid (3-5 yrs),5,Associate's,115000.0,China,On-site,Startup (1-50),Energy
RAG Engineer,Entry (0-2 yrs),2,PhD,157000.0,USA,On-site,SME (51-500),Technology
Generative AI Engineer,Senior (6-9 yrs),7,Bachelor's,161000.0,Netherlands,Fully Remote,Startup (1-50),Research
AI Agent Developer,Lead (10+ yrs),7,Bootcamp/Self-taught,291000.0,USA,Hybrid,SME (51-500),Manufacturing
Senior Data Scientist,Senior (6-9 yrs),6,Associate's,157000.0,Germany,Hybrid,SME (51-500),Government
AI Infrastructure Eng,Mid (3-5 yrs),7,PhD,181000.0,Australia,On-site,SME (51-500),Consulting
AI Security Engineer,Lead (10+ yrs),5,PhD,312000.0,France,Hybrid,Big Tech (FAANG+),Research
AI Product Manager,Senior (6-9 yrs),8,Master's,194000.0,Netherlands,On-site,Mid-size (501-5000),Finance
Senior Data Scientist,Entry (0-2 yrs),8,Bootcamp/Self-taught,157000.0,Switzerland,Fully Remote,SME (51-500),Energy
Data Engineer (AI),Entry (0-2 yrs),8,Master's,130000.0,USA,On-site,Startup (1-50),Technology
NLP Engineer,Entry (0-2 yrs),3,Associate's,145000.0,Global,On-site,SME (51-500),Finance
Data Scientist,Lead (10+ yrs),5,Bachelor's,167000.0,UK,Hybrid,Startup (1-50),Energy
AI Engineer,Mid (3-5 yrs),4,Bootcamp/Self-taught,123000.0,USA,On-site,Startup (1-50),Education
Data Scientist,Entry (0-2 yrs),8,Associate's,138000.0,Netherlands,On-site,Startup (1-50),Media
AI Engineer,Entry (0-2 yrs),4,Associate's,100000.0,USA,On-site,Mid-size (501-5000),Healthcare
ML Engineer,Lead (10+ yrs),10,Associate's,266000.0,Australia,Hybrid,Big Tech (FAANG+),Energy
Senior Data Scientist,Entry (0-2 yrs),9,Bachelor's,158000.0,USA,Hybrid,Mid-size (501-5000),Automotive
MLOps Engineer,Mid (3-5 yrs),7,Associate's,130000.0,USA,Fully Remote,Startup (1-50),Energy
Data Engineer (AI),Lead (10+ yrs),7,PhD,264000.0,USA,Hybrid,Enterprise (5000+),Retail
AI Ethics Officer,Mid (3-5 yrs),10,Bootcamp/Self-taught,110000.0,Netherlands,Hybrid,Mid-size (501-5000),Healthcare
NLP Engineer,Lead (10+ yrs),8,Associate's,145000.0,India,Hybrid,Mid-size (501-5000),Research
AI Compliance Manager,Lead (10+ yrs),8,Bootcamp/Self-taught,149000.0,Germany,Hybrid,Enterprise (5000+),Media
AI Compliance Manager,Entry (0-2 yrs),8,Master's,100000.0,UK,Fully Remote,Enterprise (5000+),Media
AI Product Manager,Lead (10+ yrs),5,Master's,277000.0,Germany,Hybrid,Enterprise (5000+),Technology
Deep Learning Engineer,Lead (10+ yrs),5,Bootcamp/Self-taught,189000.0,Canada,Fully Remote,SME (51-500),Government
AI Business Analyst,Entry (0-2 yrs),8,PhD,95000.0,UK,Fully Remote,SME (51-500),Energy
RAG Engineer,Senior (6-9 yrs),7,Bachelor's,241000.0,Switzerland,Hybrid,Enterprise (5000+),Research
NLP Engineer,Mid (3-5 yrs),9,Master's,179000.0,UAE,On-site,Mid-size (501-5000),Education
Prompt Engineer,Lead (10+ yrs),1,Bachelor's,90000.0,China,Hybrid,Startup (1-50),Energy
AI Engineer,Mid (3-5 yrs),3,Master's,215000.0,USA,On-site,Big Tech (FAANG+),Finance
Deep Learning Engineer,Mid (3-5 yrs),3,Bootcamp/Self-taught,227000.0,USA,Fully Remote,Enterprise (5000+),Government
AI Solutions Architect,Senior (6-9 yrs),9,Bootcamp/Self-taught,344000.0,USA,On-site,Big Tech (FAANG+),Technology
AI Infrastructure Eng,Mid (3-5 yrs),4,Master's,140000.0,China,On-site,SME (51-500),Consulting
AI Infrastructure Eng,Lead (10+ yrs),6,PhD,317000.0,Netherlands,Hybrid,Enterprise (5000+),Technology
Generative AI Engineer,Lead (10+ yrs),6,Bachelor's,295000.0,Global,Fully Remote,Mid-size (501-5000),Finance
Computer Vision Engineer,Entry (0-2 yrs),5,Associate's,145000.0,Germany,On-site,Big Tech (FAANG+),Manufacturing
Data Scientist,Senior (6-9 yrs),7,PhD,138000.0,China,Fully Remote,SME (51-500),Automotive
AI Engineer,Senior (6-9 yrs),6,Associate's,120000.0,Japan,On-site,Startup (1-50),Energy
RAG Engineer,Entry (0-2 yrs),5,Bachelor's,145000.0,China,Hybrid,SME (51-500),Technology
AI Product Manager,Mid (3-5 yrs),4,Master's,140000.0,China,Hybrid,Startup (1-50),Retail
Data Scientist,Lead (10+ yrs),8,Bachelor's,200000.0,USA,Hybrid,Startup (1-50),Healthcare
Data Engineer (AI),Entry (0-2 yrs),8,PhD,171000.0,USA,Fully Remote,Mid-size (501-5000),Media
Senior Data Scientist,Mid (3-5 yrs),8,Master's,177000.0,Singapore,On-site,Mid-size (501-5000),Education
AI Compliance Manager,Lead (10+ yrs),3,PhD,240000.0,USA,Fully Remote,Big Tech (FAANG+),Technology
Deep Learning Engineer,Senior (6-9 yrs),10,Bootcamp/Self-taught,162000.0,Japan,Hybrid,SME (51-500),Healthcare
AI Product Manager,Lead (10+ yrs),5,Master's,229000.0,Singapore,Fully Remote,Startup (1-50),Healthcare
AI Research Scientist,Mid (3-5 yrs),8,Master's,194000.0,USA,On-site,Startup (1-50),Government
ML Engineer,Lead (10+ yrs),10,Master's,120000.0,India,On-site,Mid-size (501-5000),Energy
AI Solutions Architect,Mid (3-5 yrs),6,Bootcamp/Self-taught,215000.0,USA,On-site,Startup (1-50),Government
Senior Data Scientist,Mid (3-5 yrs),10,Associate's,157000.0,Australia,On-site,Mid-size (501-5000),Healthcare
Multimodal AI Engineer,Mid (3-5 yrs),8,Bootcamp/Self-taught,173000.0,USA,On-site,SME (51-500),Research
AI Solutions Architect,Lead (10+ yrs),13,Bootcamp/Self-taught,349000.0,USA,Hybrid,Enterprise (5000+),Finance
AI Ethics Officer,Mid (3-5 yrs),6,Master's,110000.0,China,Hybrid,Big Tech (FAANG+),Retail
AI Compliance Manager,Lead (10+ yrs),3,Associate's,129000.0,Canada,Hybrid,SME (51-500),Healthcare
Generative AI Engineer,Entry (0-2 yrs),3,Bachelor's,150000.0,Germany,Fully Remote,Startup (1-50),Government
AI Business Analyst,Entry (0-2 yrs),2,PhD,109000.0,UK,Fully Remote,Enterprise (5000+),Media
Senior ML Engineer,Senior (6-9 yrs),11,Bootcamp/Self-taught,215000.0,Japan,Fully Remote,Enterprise (5000+),Media
AI Research Scientist,Entry (0-2 yrs),4,Associate's,115000.0,India,Hybrid,Startup (1-50),Technology
AI Security Engineer,Entry (0-2 yrs),10,Bootcamp/Self-taught,140000.0,UK,Hybrid,SME (51-500),Government
AI Engineer,Lead (10+ yrs),8,PhD,246000.0,UAE,On-site,Enterprise (5000+),Government
AI Compliance Manager,Entry (0-2 yrs),8,PhD,151000.0,Global,Hybrid,Enterprise (5000+),Technology
Multimodal AI Engineer,Lead (10+ yrs),9,Bootcamp/Self-taught,220000.0,Switzerland,Hybrid,Startup (1-50),Energy
Robotics Engineer (AI),Entry (0-2 yrs),8,Associate's,125000.0,USA,Hybrid,Enterprise (5000+),Retail
AI Business Analyst,Entry (0-2 yrs),4,Master's,95000.0,Japan,Fully Remote,SME (51-500),Technology
AI Engineer,Mid (3-5 yrs),6,PhD,148000.0,Singapore,Hybrid,Mid-size (501-5000),Government
Multimodal AI Engineer,Senior (6-9 yrs),9,Associate's,170000.0,UK,Hybrid,Startup (1-50),Consulting
ML Engineer,Lead (10+ yrs),3,PhD,120000.0,China,On-site,SME (51-500),Government
MLOps Engineer,Entry (0-2 yrs),7,Bachelor's,130000.0,UAE,Hybrid,Mid-size (501-5000),Government
Data Scientist,Lead (10+ yrs),6,Bootcamp/Self-taught,209000.0,USA,Hybrid,Enterprise (5000+),Finance
Computer Vision Engineer,Mid (3-5 yrs),9,PhD,173000.0,Germany,On-site,Mid-size (501-5000),Healthcare
Multimodal AI Engineer,Lead (10+ yrs),3,Associate's,206000.0,Singapore,Hybrid,SME (51-500),Healthcare
NLP Engineer,Lead (10+ yrs),7,Bachelor's,145000.0,China,On-site,Enterprise (5000+),Manufacturing
Data Engineer (AI),Mid (3-5 yrs),4,Bootcamp/Self-taught,130000.0,Germany,Hybrid,Startup (1-50),Manufacturing
Prompt Engineer,Lead (10+ yrs),5,Bootcamp/Self-taught,240000.0,USA,On-site,Enterprise (5000+),Research
AI Business Analyst,Entry (0-2 yrs),2,Bootcamp/Self-taught,95000.0,China,Fully Remote,SME (51-500),Energy
Generative AI Engineer,Lead (10+ yrs),3,Bootcamp/Self-taught,320000.0,Global,Hybrid,Enterprise (5000+),Technology
Deep Learning Engineer,Mid (3-5 yrs),5,Associate's,141000.0,China,On-site,Big Tech (FAANG+),Government
AI Agent Developer,Senior (6-9 yrs),4,Associate's,155000.0,UK,On-site,Startup (1-50),Education
MLOps Engineer,Senior (6-9 yrs),8,Bachelor's,188000.0,USA,Fully Remote,SME (51-500),Energy
Robotics Engineer (AI),Mid (3-5 yrs),3,Associate's,125000.0,China,Fully Remote,Enterprise (5000+),Consulting
AI Product Manager,Senior (6-9 yrs),10,Bachelor's,207000.0,Global,On-site,SME (51-500),Consulting
AI Ethics Officer,Mid (3-5 yrs),9,Bachelor's,135000.0,Global,Hybrid,SME (51-500),Research
AI Security Engineer,Mid (3-5 yrs),7,Bootcamp/Self-taught,140000.0,Global,Hybrid,SME (51-500),Retail
AI Product Manager,Lead (10+ yrs),10,Bootcamp/Self-taught,235000.0,USA,On-site,Startup (1-50),Research
LLM Engineer,Entry (0-2 yrs),6,Associate's,167000.0,USA,Hybrid,Mid-size (501-5000),Retail
LLM Engineer,Lead (10+ yrs),2,Bachelor's,360000.0,USA,Fully Remote,Enterprise (5000+),Retail
AI Research Scientist,Entry (0-2 yrs),10,Master's,222000.0,USA,Hybrid,Big Tech (FAANG+),Government
Robotics Engineer (AI),Lead (10+ yrs),8,PhD,288000.0,USA,On-site,SME (51-500),Research
MLOps Engineer,Entry (0-2 yrs),7,Bootcamp/Self-taught,130000.0,Germany,On-site,Startup (1-50),Finance
Robotics Engineer (AI),Senior (6-9 yrs),5,Associate's,166000.0,Germany,On-site,Big Tech (FAANG+),Healthcare
Data Engineer (AI),Lead (10+ yrs),7,Bachelor's,196000.0,Germany,Fully Remote,Mid-size (501-5000),Government
AI Ethics Officer,Mid (3-5 yrs),9,Bootcamp/Self-taught,111000.0,Australia,Hybrid,Enterprise (5000+),Research
AI Solutions Architect,Lead (10+ yrs),11,Associate's,366000.0,USA,Fully Remote,SME (51-500),Government
AI Agent Developer,Entry (0-2 yrs),2,Associate's,155000.0,Netherlands,On-site,Mid-size (501-5000),Research
AI Infrastructure Eng,Senior (6-9 yrs),7,Associate's,241000.0,USA,Hybrid,Enterprise (5000+),Research
MLOps Engineer,Senior (6-9 yrs),3,Associate's,170000.0,Canada,On-site,Mid-size (501-5000),Media
Data Engineer (AI),Mid (3-5 yrs),8,PhD,233000.0,Singapore,Hybrid,Big Tech (FAANG+),Consulting
AI Engineer,Entry (0-2 yrs),4,Bootcamp/Self-taught,107000.0,UK,On-site,Enterprise (5000+),Government
Senior ML Engineer,Entry (0-2 yrs),6,Bachelor's,180000.0,Singapore,On-site,SME (51-500),Healthcare
Computer Vision Engineer,Senior (6-9 yrs),8,PhD,325000.0,USA,Fully Remote,Enterprise (5000+),Government
LLM Engineer,Mid (3-5 yrs),7,Master's,354000.0,USA,Fully Remote,Big Tech (FAANG+),Automotive
NLP Engineer,Mid (3-5 yrs),8,Master's,208000.0,USA,Hybrid,Startup (1-50),Automotive
AI Product Manager,Lead (10+ yrs),10,Bootcamp/Self-taught,191000.0,UK,On-site,SME (51-500),Research
Multimodal AI Engineer,Entry (0-2 yrs),3,PhD,167000.0,USA,Hybrid,Startup (1-50),Retail
Senior Data Scientist,Lead (10+ yrs),6,PhD,157000.0,China,Hybrid,Startup (1-50),Energy
AI Infrastructure Eng,Mid (3-5 yrs),4,Master's,168000.0,Australia,Hybrid,Mid-size (501-5000),Finance
Generative AI Engineer,Lead (10+ yrs),4,Bachelor's,253000.0,Global,Hybrid,Startup (1-50),Healthcare
AI Agent Developer,Entry (0-2 yrs),4,Master's,191000.0,Global,Hybrid,Mid-size (501-5000),Government
AI Engineer,Lead (10+ yrs),7,Master's,296000.0,USA,Hybrid,SME (51-500),Retail
AI Infrastructure Eng,Senior (6-9 yrs),5,Associate's,140000.0,India,Hybrid,Enterprise (5000+),Government
Data Scientist,Mid (3-5 yrs),6,Associate's,138000.0,USA,Hybrid,Startup (1-50),Automotive
AI Research Scientist,Senior (6-9 yrs),6,Bootcamp/Self-taught,180000.0,USA,Hybrid,SME (51-500),Education
Senior ML Engineer,Entry (0-2 yrs),8,Bootcamp/Self-taught,190000.0,Australia,On-site,Big Tech (FAANG+),Government
AI Compliance Manager,Mid (3-5 yrs),10,Bachelor's,113000.0,Australia,Hybrid,SME (51-500),Technology
AI Product Manager,Lead (10+ yrs),6,Associate's,211000.0,Singapore,Fully Remote,Mid-size (501-5000),Finance
AI Security Engineer,Lead (10+ yrs),7,Associate's,241000.0,Switzerland,On-site,Mid-size (501-5000),Finance
RAG Engineer,Entry (0-2 yrs),3,Master's,179000.0,Global,Fully Remote,Mid-size (501-5000),Technology
MLOps Engineer,Mid (3-5 yrs),3,Associate's,130000.0,Germany,Fully Remote,SME (51-500),Technology
AI Engineer,Entry (0-2 yrs),5,Associate's,100000.0,India,Hybrid,Enterprise (5000+),Manufacturing
Data Engineer (AI),Senior (6-9 yrs),2,Associate's,174000.0,Australia,Fully Remote,Enterprise (5000+),Consulting
NLP Engineer,Mid (3-5 yrs),3,PhD,258000.0,USA,Hybrid,Mid-size (501-5000),Retail
Senior ML Engineer,Senior (6-9 yrs),8,Associate's,253000.0,UAE,Hybrid,Enterprise (5000+),Research
AI Research Scientist,Senior (6-9 yrs),8,Associate's,128000.0,Netherlands,Hybrid,Startup (1-50),Automotive
Multimodal AI Engineer,Entry (0-2 yrs),9,Associate's,178000.0,USA,Fully Remote,Mid-size (501-5000),Manufacturing
Senior Data Scientist,Lead (10+ yrs),12,Master's,201000.0,UK,Hybrid,SME (51-500),Automotive
AI Product Manager,Lead (10+ yrs),8,Bachelor's,299000.0,Germany,Hybrid,Big Tech (FAANG+),Government
Robotics Engineer (AI),Lead (10+ yrs),4,Master's,125000.0,China,Fully Remote,Startup (1-50),Media
AI Security Engineer,Lead (10+ yrs),3,Bootcamp/Self-taught,239000.0,Germany,Hybrid,Big Tech (FAANG+),Automotive
AI Engineer,Entry (0-2 yrs),7,Master's,100000.0,Canada,Fully Remote,Startup (1-50),Technology
ML Engineer,Mid (3-5 yrs),5,Master's,242000.0,Switzerland,Hybrid,Big Tech (FAANG+),Consulting
AI Ethics Officer,Lead (10+ yrs),7,Associate's,184000.0,Canada,On-site,Enterprise (5000+),Education
Data Scientist,Senior (6-9 yrs),8,Bachelor's,159000.0,Canada,Fully Remote,Mid-size (501-5000),Research
Senior ML Engineer,Senior (6-9 yrs),6,Bootcamp/Self-taught,195000.0,France,Hybrid,Startup (1-50),Finance
ML Engineer,Lead (10+ yrs),3,Associate's,120000.0,India,Hybrid,Enterprise (5000+),Retail
AI Compliance Manager,Senior (6-9 yrs),6,Bachelor's,139000.0,Netherlands,Hybrid,Enterprise (5000+),Media
AI Research Scientist,Lead (10+ yrs),10,Master's,115000.0,China,Hybrid,SME (51-500),Media
AI Research Scientist,Lead (10+ yrs),9,PhD,186000.0,France,Fully Remote,Startup (1-50),Retail
Generative AI Engineer,Senior (6-9 yrs),5,Bachelor's,150000.0,India,Fully Remote,Mid-size (501-5000),Technology
Senior ML Engineer,Mid (3-5 yrs),12,PhD,191000.0,France,Fully Remote,Startup (1-50),Research
AI Agent Developer,Entry (0-2 yrs),7,Master's,155000.0,UK,Hybrid,SME (51-500),Automotive
Prompt Engineer,Mid (3-5 yrs),2,PhD,159000.0,USA,Fully Remote,Startup (1-50),Finance
AI Ethics Officer,Entry (0-2 yrs),11,Bachelor's,131000.0,Singapore,On-site,Big Tech (FAANG+),Retail
LLM Engineer,Senior (6-9 yrs),5,Master's,301000.0,Singapore,Hybrid,Enterprise (5000+),Healthcare
LLM Engineer,Senior (6-9 yrs),7,Associate's,160000.0,China,On-site,Mid-size (501-5000),Energy
AI Engineer,Senior (6-9 yrs),3,Bachelor's,200000.0,USA,Fully Remote,Mid-size (501-5000),Media
Senior ML Engineer,Senior (6-9 yrs),6,Bootcamp/Self-taught,213000.0,Germany,On-site,Mid-size (501-5000),Finance
Deep Learning Engineer,Entry (0-2 yrs),8,PhD,153000.0,USA,On-site,SME (51-500),Automotive
Robotics Engineer (AI),Entry (0-2 yrs),4,PhD,130000.0,Global,Hybrid,SME (51-500),Healthcare
Data Scientist,Lead (10+ yrs),4,Associate's,234000.0,USA,Fully Remote,Big Tech (FAANG+),Government
AI Research Scientist,Lead (10+ yrs),7,Bachelor's,220000.0,USA,Hybrid,Startup (1-50),Consulting
AI Engineer,Lead (10+ yrs),2,Bachelor's,195000.0,Australia,Fully Remote,Enterprise (5000+),Automotive
AI Product Manager,Mid (3-5 yrs),4,Master's,226000.0,UK,Fully Remote,Big Tech (FAANG+),Technology
Data Scientist,Mid (3-5 yrs),5,PhD,164000.0,USA,Hybrid,SME (51-500),Government
RAG Engineer,Entry (0-2 yrs),6,Master's,156000.0,Switzerland,Hybrid,Enterprise (5000+),Education
Robotics Engineer (AI),Lead (10+ yrs),4,Master's,212000.0,Singapore,Hybrid,SME (51-500),Retail
AI Security Engineer,Lead (10+ yrs),7,Bootcamp/Self-taught,312000.0,USA,Fully Remote,Big Tech (FAANG+),Education
NLP Engineer,Lead (10+ yrs),8,Master's,255000.0,Canada,On-site,SME (51-500),Retail
Deep Learning Engineer,Senior (6-9 yrs),7,PhD,184000.0,Japan,Hybrid,SME (51-500),Research
Multimodal AI Engineer,Entry (0-2 yrs),8,PhD,259000.0,USA,On-site,Enterprise (5000+),Automotive
AI Compliance Manager,Senior (6-9 yrs),10,Associate's,177000.0,USA,Fully Remote,Startup (1-50),Finance
LLM Engineer,Senior (6-9 yrs),8,Master's,296000.0,USA,On-site,Mid-size (501-5000),Energy
AI Engineer,Senior (6-9 yrs),2,Associate's,223000.0,USA,Hybrid,Enterprise (5000+),Energy
AI Product Manager,Entry (0-2 yrs),7,Bachelor's,142000.0,UK,Fully Remote,Big Tech (FAANG+),Government
Deep Learning Engineer,Senior (6-9 yrs),9,PhD,196000.0,UK,Fully Remote,SME (51-500),Media
RAG Engineer,Entry (0-2 yrs),2,PhD,181000.0,USA,Fully Remote,Startup (1-50),Technology
Robotics Engineer (AI),Entry (0-2 yrs),3,Bootcamp/Self-taught,125000.0,Netherlands,On-site,Enterprise (5000+),Healthcare
MLOps Engineer,Mid (3-5 yrs),4,Bachelor's,130000.0,Japan,Fully Remote,Mid-size (501-5000),Automotive
Senior ML Engineer,Mid (3-5 yrs),6,Master's,227000.0,Global,Fully Remote,Startup (1-50),Media
MLOps Engineer,Lead (10+ yrs),7,Bachelor's,208000.0,Canada,On-site,SME (51-500),Government
AI Ethics Officer,Entry (0-2 yrs),8,Bootcamp/Self-taught,110000.0,France,Fully Remote,Big Tech (FAANG+),Finance
Prompt Engineer,Entry (0-2 yrs),3,Bootcamp/Self-taught,104000.0,USA,Hybrid,Enterprise (5000+),Healthcare
Robotics Engineer (AI),Senior (6-9 yrs),8,Associate's,125000.0,China,Hybrid,Big Tech (FAANG+),Finance
LLM Engineer,Senior (6-9 yrs),3,Associate's,243000.0,USA,Hybrid,Mid-size (501-5000),Consulting
ML Engineer,Senior (6-9 yrs),3,Bachelor's,279000.0,USA,Fully Remote,Mid-size (501-5000),Technology
AI Compliance Manager,Mid (3-5 yrs),10,Associate's,130000.0,USA,On-site,Enterprise (5000+),Consulting
AI Engineer,Lead (10+ yrs),6,PhD,237000.0,Japan,On-site,Mid-size (501-5000),Finance
Data Scientist,Senior (6-9 yrs),8,Bachelor's,203000.0,USA,Hybrid,SME (51-500),Government
RAG Engineer,Mid (3-5 yrs),6,Bachelor's,221000.0,Switzerland,Fully Remote,Big Tech (FAANG+),Retail
AI Compliance Manager,Senior (6-9 yrs),9,PhD,149000.0,UAE,Hybrid,Startup (1-50),Consulting
AI Ethics Officer,Mid (3-5 yrs),5,Bootcamp/Self-taught,110000.0,Japan,Hybrid,Startup (1-50),Energy
Data Engineer (AI),Senior (6-9 yrs),4,Bachelor's,130000.0,India,Fully Remote,Big Tech (FAANG+),Manufacturing
ML Engineer,Lead (10+ yrs),10,Bootcamp/Self-taught,200000.0,Australia,On-site,Mid-size (501-5000),Government
